"speciesFixed","category","kingdom","phylum","class","order","family","genus","total_obs","user_obs","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","y2017","Occurrence","species.ID","species.inat.ID","species.common","species.science","phylum.inat.ID","phylum.common","phylum.science","class.inat.ID","class.common","class.science","order.inat.ID","order.common","order.science","family.inat.ID","family.common","family.science","genus.inat.ID","genus.common","genus.science","kingdom.inat.ID","kingdom.common","kingdom.science"
"Lycogala epidendrum","Microbe","Protozoa","Mycetozoa","Myxomycetes","Liceales","Tubiferaceae","Lycogala",9,5,2,1,1,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,1,0,7,0,NA,"1463","1463","Wolf's Milk","Lycogala epidendrum","47685","Slime Molds","Mycetozoa","47684","Slime Molds","Myxomycetes","47683","Slime Molds","Liceales","47682","Slime Molds","Tubiferaceae","47681","Slime Molds","Lycogala",47686,"Protozoans","Protozoa"
"Lycoperdon perlatum","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Lycoperdon",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,NA,"6808","6808","Common Puffball","Lycoperdon perlatum","47169","Common Puffball","Basidiomycota","50814","Agaricomycetes","Agaricomycetes","47167","Gilled mushrooms","Agaricales","48445","Puffballs","Lycoperdaceae","48444","Puffballs","Lycoperdon",47170,"Fungi including lichens","Fungi"
"Lynx rufus","Mammal","Animalia","Chordata","Mammalia","Carnivora","Felidae","Lynx",28,27,1,1,9,2,3,1,1,3,3,1,2,1,0,0,1,1,1,2,7,9,3,4,0,"Present","433946","433946","Bobcat","Lynx rufus","2","Chordates","Chordata","40151","Mammals","Mammalia","41573","Carnivorans","Carnivora","41944","Cats","Felidae","41973","Lynxes","Lynx",1,"Animals","Animalia"
"Lyonsia californica","Invertebrate","Animalia","Mollusca","Bivalvia","Anomalodesmata","Lyonsiidae","Lyonsia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","626186","626186","Animals","Lyonsia californica","47115","Mollusks","Mollusca","47584","Bivalves","Bivalvia","50608","Bivalves","Pholadomyoida","172008","Bivalves","Lyonsiidae","172006","Bivalves","Lyonsia",1,"Animals","Animalia"
"Lyopsetta exilis","Fish","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Lyopsetta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably Present","104926","104926","Slender Sole","Lyopsetta exilis","2","Chordates","Chordata","47178","Ray-finned Fishes","Actinopterygii","47526","Flatfishes","Pleuronectiformes","47525","Righteye Flounders","Pleuronectidae","89666","Righteye Flounders","Lyopsetta",1,"Animals","Animalia"
"Lysichiton americanus","Plant","Plantae","Magnoliophyta","Liliopsida","Alismatales","Araceae","Lysichiton",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,"3903","3903","Western Skunk Cabbage","Lysichiton americanus","47125","Flowering plants","Magnoliophyta","47163","Monocots","Liliopsida","48073","Water plantain and allies","Alismatales","48536","Arums and duckweeds","Araceae","48729","Skunk cabbages","Lysichiton",47126,"Plants","Plantae"
"Lysimachia verticillata","Plant","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Lysimachia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","339983","339983","Plants","Lysimachia verticillata","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","47181","Heathers and allies","Ericales","64578","Myrsines","Myrsinaceae","48063","Myrsines","Lysimachia",47126,"Plants","Plantae"
"Lythrum hyssopifolia","Plant","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Lythraceae","Lythrum",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Present","15431","15431","Hyssop Loosestrife","Lythrum hyssopifolia","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","47791","Dicots","Myrtales","58935","Dicots","Lythraceae","58937","Loosestrife","Lythrum",47126,"Plants","Plantae"
"Lythrum tribracteatum","Plant","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Lythraceae","Lythrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","1051090","1051090","Plants","Lythrum tribracteatum","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","47791","Dicots","Myrtales","58935","Dicots","Lythraceae","58937","Loosestrife","Lythrum",47126,"Plants","Plantae"
"Macoma inquinata","Invertebrate","Animalia","Mollusca","Bivalvia","Cardiida","Tellinidae","Macoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","2546070","2546070","Pointed Macoma","Macoma inquinata","47115","Mollusks","Mollusca","47584","Bivalves","Bivalvia","488959","Bivalves","Cardiida","71253","Tellins and Allies","Tellinidae","71252","Tellins and Allies","Macoma",1,"Animals","Animalia"
"Macoma nasuta","Invertebrate","Animalia","Mollusca","Bivalvia","Cardiida","Tellinidae","Macoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","2295644","2295644","Bent-Nosed Clam","Macoma nasuta","47115","Mollusks","Mollusca","47584","Bivalves","Bivalvia","488959","Bivalves","Cardiida","71253","Tellins and Allies","Tellinidae","71252","Tellins and Allies","Macoma",1,"Animals","Animalia"
"Macoma petalum","Invertebrate","Animalia","Mollusca","Bivalvia","Veneroida","Tellinidae","Macoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","224289","224289","Atlantic Macoma","Macoma petalum","47115","Mollusks","Mollusca","47584","Bivalves","Bivalvia","488959","Bivalves","Cardiida","71253","Tellins and Allies","Tellinidae","71252","Tellins and Allies","Macoma",1,"Animals","Animalia"
"Macoma secta","Invertebrate","Animalia","Mollusca","Bivalvia","Cardiida","Tellinidae","Macoma",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,"2756686","2756686","White Macoma","Macoma secta","47115","Mollusks","Mollusca","47584","Bivalves","Bivalvia","488959","Bivalves","Cardiida","71253","Tellins and Allies","Tellinidae","71252","Tellins and Allies","Macoma",1,"Animals","Animalia"
"Macoma yoldiformis","Invertebrate","Animalia","Mollusca","Bivalvia","Veneroida","Tellinidae","Macoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","339145","339145","Animals","Macoma yoldiformis","47115","Mollusks","Mollusca","47584","Bivalves","Bivalvia","488959","Bivalves","Cardiida","71253","Tellins and Allies","Tellinidae","71252","Tellins and Allies","Macoma",1,"Animals","Animalia"
"Macrocystis pyrifera","Microbe","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Lessoniaceae","Macrocystis",2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,"85548","85548","Giant Kelp","Macrocystis pyrifera","48221","Giant Kelp","Ochrophyta","48220","Brown Algae","Phaeophyceae","68789","Kelps","Laminariales","67418","Kelps","Lessoniaceae","124749","Kelps","Macrocystis",48222,"Kelp, Diatoms, and Allies","Chromista"
"Macrostemum","Invertebrate","Animalia","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Macrostemum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","224365","224365","Net-spinning Caddisflies","Macrostemum transversum","47120","Arthropods","Arthropoda","47158","Insects","Insecta","62164","Caddisflies","Trichoptera","62163","Net-spinning Caddisflies","Hydropsychidae","5256224","Zebra Caddis","Macrostemum",1,"Animals","Animalia"
"Macrotyphula juncea","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Typhulaceae","Macrotyphula",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,"5692964","5692964","Slender Club","Macrotyphula juncea","47169","Slender Club","Basidiomycota","50814","Agaricomycetes","Agaricomycetes","47167","Gilled mushrooms","Agaricales","54716","Gilled mushrooms","Typhulaceae","54715","Gilled mushrooms","Macrotyphula",47170,"Fungi including lichens","Fungi"
"Madia anomala","Plant","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Madia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","69927","69927","Plump Seeded Madia","Madia anomala","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","47605","Sunflowers and allies","Asterales","47604","Sunflowers, daisies, asters and allies","Asteraceae","53136","Tarweeds","Madia",47126,"Plants","Plantae"
"Madia elegans","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Madia",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Present","17596","17596","Common Madia","Madia elegans","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","47605","Sunflowers and allies","Asterales","47604","Sunflowers, daisies, asters and allies","Asteraceae","53136","Tarweeds","Madia",47126,"Plants","Plantae"
"Madia exigua","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Madia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably Present","11668","11668","Small tarweed","Madia exigua","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","47605","Sunflowers and allies","Asterales","47604","Sunflowers, daisies, asters and allies","Asteraceae","53136","Tarweeds","Madia",47126,"Plants","Plantae"
"Madia gracilis","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Madia",2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"Present","5249","5249","Grassy tarweed","Madia gracilis","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","47605","Sunflowers and allies","Asterales","47604","Sunflowers, daisies, asters and allies","Asteraceae","53136","Tarweeds","Madia",47126,"Plants","Plantae"
"Madia sativa","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Madia",8,8,0,0,1,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,1,2,5,0,"Present","41380","41380","Coast tarweed","Madia sativa","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","47605","Sunflowers and allies","Asterales","47604","Sunflowers, daisies, asters and allies","Asteraceae","53136","Tarweeds","Madia",47126,"Plants","Plantae"
"Magelona pitelkai","Invertebrate","Animalia","Annelida","Polychaeta","Spionida","Magelonidae","Magelona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","339239","339239","Animals","Magelona pitelkai","47491","Annelids","Annelida","47490","Polychaetes","Polychaeta","152938","Polychaetes","Spionida","337481","Polychaetes","Magelonidae","337482","Polychaetes","Magelona",1,"Animals","Animalia"
"Magelona sacculata","Invertebrate","Animalia","Annelida","Polychaeta","Spionida","Magelonidae","Magelona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","345344","345344","Animals","Magelona sacculata","47491","Annelids","Annelida","47490","Polychaetes","Polychaeta","152938","Polychaetes","Spionida","337481","Polychaetes","Magelonidae","337482","Polychaetes","Magelona",1,"Animals","Animalia"
"Magnolia grandiflora","Plant","Plantae","Magnoliophyta","Magnoliopsida","Magnoliales","Magnoliaceae","Magnolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","38116","38116","Southern Magnolia","Magnolia grandiflora","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","50898","Dicots","Magnoliales","53581","Magnolias and allies","Magnoliaceae","82096","Magnolias","Magnolia",47126,"Plants","Plantae"
"Maianthemum dilatatum","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Asparagaceae","Maianthemum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","24813","24813","Western Lily of the Valley","Maianthemum dilatatum","47125","Flowering plants","Magnoliophyta","47163","Monocots","Liliopsida","47218","Agaves and allies","Asparagales","47599","Asparagus family","Asparagaceae","50249","Asparagus family","Maianthemum",47126,"Plants","Plantae"
"Maianthemum racemosum","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Asparagaceae","Maianthemum",11,9,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,1,"Present","3065","3065","False Solomon's seal","Maianthemum racemosum","47125","Flowering plants","Magnoliophyta","47163","Monocots","Liliopsida","47218","Agaves and allies","Asparagales","47599","Asparagus family","Asparagaceae","50249","False Solomon's-seal","Maianthemum",47126,"Plants","Plantae"
"Maianthemum stellatum","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Asparagaceae","Maianthemum",8,8,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,1,1,"Present","5315","5315","Star-flowered Lily-of-the-valley","Maianthemum stellatum","47125","Flowering plants","Magnoliophyta","47163","Monocots","Liliopsida","47218","Agaves and allies","Asparagales","47599","Asparagus family","Asparagaceae","50249","Asparagus family","Maianthemum",47126,"Plants","Plantae"
"Malenka","Invertebrate","Animalia","Arthropoda","Insecta","Plecoptera","Nemouridae","Malenka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","541502","541502","Spring Mountains Forestfly","Malenka murvoshi","47120","Arthropods","Arthropoda","47158","Insects","Insecta","47504","Stoneflies","Plecoptera","173242","Spring Stoneflies","Nemouridae","177181","Animals","Malenka",1,"Animals","Animalia"
"Malephora crocea","Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Aizoaceae","Malephora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","6527437","6527437","Coppery mesemb","Malephora crocea","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","47366","Dicots","Caryophyllales","49320","Stone plants","Aizoaceae","72225","Stone plants","Malephora",47126,"Plants","Plantae"
"Malmgrenia lunulata","Invertebrate","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Malmgrenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Animals","Animalia"
"Malus sylvestris","Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Malus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","15422","15422","European Wild Apple","Malus sylvestris","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","47132","Roses and allies","Rosales","47148","Rose family","Rosaceae","54500","Apples","Malus",47126,"Plants","Plantae"
"Malva arborea","Plant","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Malva",6,6,0,0,1,1,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,2,0,1,1,"Present","2035668","2035668","Tree Mallow","Malva arborea","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","48796","Mallows and allies","Malvales","48797","Mallows","Malvaceae","55978","Mallows","Malva",47126,"Plants","Plantae"
"Malva assurgentiflora","Plant","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Malva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","265375","265375","Island Mallow","Malva assurgentiflora","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","48796","Mallows and allies","Malvales","48797","Mallows","Malvaceae","55978","Mallows","Malva",47126,"Plants","Plantae"
"Malva multiflora","Plant","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Malva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","6257363","6257363","Plants","Malva multiflora","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","48796","Mallows and allies","Malvales","48797","Mallows","Malvaceae","55978","Mallows","Malva",47126,"Plants","Plantae"
"Malva neglecta","Plant","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Malva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","140504","140504","Dwarf Mallow","Malva neglecta","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","48796","Mallows and allies","Malvales","48797","Mallows","Malvaceae","55978","Mallows","Malva",47126,"Plants","Plantae"
"Malva nicaeensis","Plant","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Malva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","18853","18853","Bull mallow","Malva nicaeensis","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","48796","Mallows and allies","Malvales","48797","Mallows","Malvaceae","55978","Mallows","Malva",47126,"Plants","Plantae"
"Malva parviflora","Plant","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Malva",2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"Present","1609554","1609554","Cheeseweed mallow","Malva parviflora","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","48796","Mallows and allies","Malvales","48797","Mallows","Malvaceae","55978","Mallows","Malva",47126,"Plants","Plantae"
"Malva pseudolavatera","Plant","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Malva",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"265376","265376","Cretan mallow","Malva pseudolavatera","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","48796","Mallows and allies","Malvales","48797","Mallows","Malvaceae","55978","Mallows","Malva",47126,"Plants","Plantae"
"Malva sylvestris","Plant","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Malva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","10781","10781","Common Mallow","Malva sylvestris","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","48796","Mallows and allies","Malvales","48797","Mallows","Malvaceae","55978","Mallows","Malva",47126,"Plants","Plantae"
"Mantis religiosa","Invertebrate","Animalia","Arthropoda","Insecta","Mantodea","Mantidae","Mantis",7,7,0,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,0,0,0,3,0,4,0,NA,"11245","11245","European Mantis","Mantis religiosa","47120","Arthropods","Arthropoda","47158","Insects","Insecta","48112","Mantids","Mantodea","48111","Mantids","Mantidae","56564","Mantids","Mantis",1,"Animals","Animalia"
"Marah fabacea","Plant","Plantae","Magnoliophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Marah",26,22,1,3,9,7,4,1,0,0,1,0,0,0,0,0,0,0,1,1,4,10,5,2,3,NA,"5251","5251","California Manroot","Marah fabacea","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","71281","Dicots","Cucurbitales","48620","Gourd family","Cucurbitaceae","53145","Man-roots","Marah",47126,"Plants","Plantae"
"Marah fabaceus","Plant","Plantae","Magnoliophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Marah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","5251","5251","California manroot","Marah fabaceus","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","71281","Dicots","Cucurbitales","48620","Gourd family","Cucurbitaceae","53145","Man-roots","Marah",47126,"Plants","Plantae"
"Marah oregana","Plant","Plantae","Magnoliophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Marah",7,6,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,4,0,"Present","5254","5254","Coastal manroot","Marah oregana","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","71281","Dicots","Cucurbitales","48620","Gourd family","Cucurbitaceae","53145","Man-roots","Marah",47126,"Plants","Plantae"
"Marasmiellus candidus","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Omphalotaceae","Marasmiellus",6,5,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,6,0,NA,"680865","680865","Fungi including lichens","Marasmiellus candidus","47169","Fungi including lichens","Basidiomycota","50814","Agaricomycetes","Agaricomycetes","47167","Gilled mushrooms","Agaricales","64013","Gilled mushrooms","Omphalotaceae","118246","Parachutes","Marasmiellus",47170,"Fungi including lichens","Fungi"
"Marasmius plicatulus","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius",3,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,NA,"2853836","2853836","Red Pinwheel","Marasmius plicatulus","47169","Red Pinwheel","Basidiomycota","50814","Agaricomycetes","Agaricomycetes","47167","Gilled mushrooms","Agaricales","49545","Gilled mushrooms","Marasmiaceae","54067","Gilled mushrooms","Marasmius",47170,"Fungi including lichens","Fungi"
"Marasmius quercophilus","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,"673081","673081","Fungi including lichens","Marasmius quercophilus","47169","Fungi including lichens","Basidiomycota","50814","Agaricomycetes","Agaricomycetes","47167","Gilled mushrooms","Agaricales","49545","Gilled mushrooms","Marasmiaceae","54067","Gilled mushrooms","Marasmius",47170,"Fungi including lichens","Fungi"
"Margarites pupillus","Invertebrate","Animalia","Mollusca","Gastropoda","Archaeogastropoda","Trochidae","Margarites",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","1374343","1374343","Puppet Margarite","Margarites pupillus","47115","Mollusks","Mollusca","47114","Gastropods","Gastropoda","48643","Gastropods","Archaeogastropoda","53830","Top Snails","Trochidae","129934","Globe Snails","Margarites",1,"Animals","Animalia"
