"speciesFixed","category","kingdom","phylum","class","order","family","genus","total_obs","user_obs","original.inat.taxonID","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","y2017","Common.Names","Occurrence","speciesTidy","matched.inat.ID","taxizeName","scrapediNatName"
"Ligia pallasii","Invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Ligiidae","Ligia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Ligia pallasii","84264",NA,NA
"Ligidium gracile","Invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Ligiidae","Ligidium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Ligidium gracile","339104",NA,NA
"Ligidium latum","Invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Ligiidae","Ligidium",1,1,339103,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","Present","Ligidium latum","339103",NA,NA
"Ligusticum apiifolium","Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Ligusticum",2,2,59298,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"celeryleaf licorice-root","Present","Ligusticum apiifolium","59298",NA,NA
"Ligustrum japonicum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Japanese privet","Present","Ligustrum japonica","77739","Ligustrum japonicum",NA
"Ligustrum lucidum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"glossy privet, tree privet","Present","Ligustrum lucidum","77740",NA,NA
"Ligustrum ovalifolium","Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California privet","Unconfirmed","Ligustrum ovalifolium","77741",NA,NA
"Lilaeopsis occidentalis","Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Lilaeopsis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"western grasswort","Present","Lilaeopsis occidentalis","77742",NA,NA
"Lilium maritimum","Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Lilium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"coast lily","Unconfirmed","Lilium maritimum","61511",NA,NA
"Lilium pardalinum","Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Lilium",1,1,57129,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"California tiger lily","Present","Lilium pardalinum","57129",NA,NA
"Limacia cockerelli","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Polyceridae","Limacia",49,18,50059,0,2,0,2,2,21,14,0,1,1,3,3,0,0,0,0,1,0,2,1,14,31,0,"","Present","Laila cockerelli","50059","Limacia cockerelli",NA
"Limacina helicina","Invertebrate","Animalia","Mollusca","Gastropoda","Thecosomata","Limacinidae","Limacina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"helicid pteropod","Present","Limacina helicina","345356","Limacina helicina","Limacina helicina"
"Limacus flavus","Invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Limacidae","Limacus",7,1,322417,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,NA,NA,NA,NA,NA,NA
"Limenitis lorquini","Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis",9,9,50880,0,0,0,1,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,4,4,0,NA,NA,NA,NA,NA,NA
"Limenitis lorquini","Invertebrate","Metazoa","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Basilarchia lorquini","50880","Limenitis lorquini","Limenitis lorquini"
"Limnanthes douglasii","Plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Limnanthaceae","Limnanthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Douglas' meadowfoam","Unconfirmed","Limnanthes douglasii","51336",NA,NA
"Limnanthes macounii","Plant","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Limnanthaceae","Limnanthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Macoun's meadowfoam","Present","Limnanthes macounii","181602","Limnanthes macounii","Limnanthes macounii"
"Limnodrilus hoffmeisteri","Invertebrate","Animalia","Annelida","Clitellata","Haplotaxida","Tubificidae","Limnodrilus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic oligochaete worm","Probably Present","Limnodrilus hoffmeisteri","223774","Limnodrilus hoffmeisteri","Limnodrilus hoffmeisteri"
"Limnodromus griseus","Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Limnodromus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Short-billed Dowitcher","Present","Limnodromus griseus","3869",NA,NA
"Limnodromus scolopaceus","Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Limnodromus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Long-billed Dowitcher","Present","Limnodromus scolopaceus","3873",NA,NA
"Limnophila","Invertebrate","Animalia","Arthropoda","Insecta","Diptera","Limoniidae","Limnophila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Limnophila","156861","Limnophila","Limnophila"
"Limonium californicum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Plumbaginaceae","Limonium",4,3,63364,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,"California sealavender","Present","Limonium californicum","63364",NA,NA
"Limosa fedoa","Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Limosa",9,7,3954,0,0,2,3,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,3,0,4,1,"Marbled Godwit","Present","Limosa fedoa","3954",NA,NA
"Limosa lapponica","Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Limosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bar-tailed Godwit","Probably Present","Limosa lapponica","3951",NA,NA
"Limosella acaulis","Plant","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","Limosella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Owyhee mudwort","Unconfirmed","Limosella acaulis","61107","Limosella acaulis","Limosella acaulis"
"Limosella aquatica","Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Scrophulariaceae","Limosella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"awlleaf mudwort, awl-leaf mudwort, northern mudwort, water mudwort","Unconfirmed","Limosella aquatica","59016",NA,NA
"Linaria vulgaris","Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Plantaginaceae","Linaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"butter and eggs, flaxweed, greater butter-and-eggs, Jacob's ladder, ramsted, wild snapdragon, yellow toadflax","Unconfirmed","Linaria vulgaris","50790",NA,NA
"Linum bienne","Plant","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Linaceae","Linum",17,14,55679,0,0,0,13,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,11,"pale flax","Present","Linum bienne","55679",NA,NA
"Linum grandiflorum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Linaceae","Linum",1,1,77781,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
"Linum usitatissimum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Linaceae","Linum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common flax, cultivated flax","Present","Linum usitatissimum","51306",NA,NA
"Liparis pulchellus","Fish","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Liparis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"showy snailfish","Present","Liparis pulchellus","223899","Liparis pulchellus","Liparis pulchellus"
"Lirabuccinum dirum","Invertebrate","Animalia","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Lirabuccinum",1,1,117642,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Lispe","Invertebrate","Animalia","Arthropoda","Insecta","Diptera","Muscidae","Lispe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Lispe","326625","Lispe","Lispe"
"Lissodelphis borealis","Mammal","Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Lissodelphis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"northern right whale dolphin","Probably Present","Lissodelphis borealis","41537",NA,NA
"Lissothuria nutriens","Invertebrate","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Psolidae","Lissothuria",21,10,49484,5,1,0,2,0,5,7,0,0,0,1,0,0,1,0,0,1,0,0,1,3,13,2,NA,NA,NA,NA,NA,NA
"Lithobates catesbeianus","Herp","Animalia","Chordata","Amphibia","Anura","Ranidae","Lithobates",4,4,65979,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,"American Bullfrog","Present","Lithobates catesbeianus","65979",NA,NA
"Lithophragma affine","Plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Lithophragma",4,2,50803,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,"San Francisco woodland-star","Present","Lithophragma affine","50803",NA,NA
"Lithophragma heterophyllum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Lithophragma",1,1,53124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"hillside woodland-star","Unconfirmed","Lithophragma heterophyllum","53124",NA,NA
"Lithophyllum","Plant","Plantae","Rhodophyta","Florideophyceae","Corallinales","Corallinaceae","Lithophyllum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"encrusting coralline algae","Present","Lithothamnium","339362","Lithophyllum","Lithothamnium"
"Littorina keenae","Invertebrate","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Littorinidae","Littorina",3,3,120586,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"eroded periwinkle","Present","Littorina keenae","120586",NA,NA
"Littorina planaxis","Invertebrate","Metazoa","Mollusca","Gastropoda","Littorinimorpha","Planaxidae","Planaxis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Littorina planaxis",NA,NA,NA
"Littorina plena","Invertebrate","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Littorinidae","Littorina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Littorina plena","344915",NA,NA
"Littorina scutulata","Invertebrate","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Littorinidae","Littorina",1,1,69995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"checkered periwinkle","Present","Littorina scutulata","69995",NA,NA
"Littorophiloscia richardsonae","Invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Philosciidae","Littorophiloscia",1,1,261205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","Present","Littorophiloscia richardsonae","261205",NA,NA
"Lobaria anomala","Fungi","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Lobariaceae","Lobaria",3,2,463448,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA
"Lobaria anthraspis","Fungi","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Lobariaceae","Lobaria",2,2,463449,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA
"Lobaria scorbiculata","Fungi","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Lobariaceae","Lobaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Lobaria scorbiculata","339078",NA,NA
"Lobularia maritima","Plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Lobularia",17,15,56992,4,1,4,4,1,0,1,1,0,0,1,0,0,0,0,0,0,3,0,4,0,5,5,"lobularia, seaside lobularia, sweet alyssum, sweet-alison","Present","Lobularia maritima","56992",NA,NA
"Logfia filaginoides","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Logfia",1,1,64254,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Logfia gallica","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Logfia",2,2,56949,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"narrowleaf cottonrose","Present","Logfia gallica","56949",NA,NA
"Lolium multiflorum","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Lolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"annual ryegrass, Italian ryegrass","Present","Lolium multiflorum","68479",NA,NA
"Lolium perenne","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Lolium",1,1,52801,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"perennial ryegrass","Present","Lolium perenne","52801",NA,NA
"Lolium temulentum","Plant","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Lolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"darnel, Darnel ryegrass, poison darnel","Unconfirmed","Lolium temulentum","164712","Lolium temulentum","Lolium temulentum"
"Lomatium californicum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium",2,2,56824,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"Lomatium dasycarpum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium",10,10,56825,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,"woollyfruit desertparsley","Present","Lomatium dasycarpum","56825",NA,NA
"Lomatium macrocarpum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bigseed biscuitroot, bigseed lomatium, largefruit biscuitroot, large-fruit desert-parsley, long mamma","Unconfirmed","Lomatium macrocarpum","56826",NA,NA
"Lomatium utriculatum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium",5,4,56827,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,"common lomatium","Present","Lomatium utriculatum","56827",NA,NA
"Lomentaria hakodatensis","Plant","Plantae","Rhodophyta","Florideophyceae","Rhodymeniales","Lomentariaceae","Lomentaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Lomentaria hakodatensis","345348","Lomentaria hakodatensis","Lomentaria hakodatensis"
"Lonicera hispidula","Plant","Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera",26,20,53416,0,0,1,3,4,6,0,2,5,2,2,1,1,0,0,0,0,1,3,3,5,11,2,"pink honeysuckle","Present","Lonicera hispidula","53416",NA,NA
"Lonicera involucrata","Plant","Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera",26,20,60881,0,0,9,7,2,7,0,1,0,0,0,0,0,0,0,0,0,2,6,9,1,6,2,"bearberry honeysuckle, twinberry honeysuckle","Present","Lonicera involucrata","60881",NA,NA
"Lonicera japonica","Plant","Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chinese honeysuckle, Japanese honeysuckle","Unconfirmed","Lonicera japonica","77835",NA,NA
"Lontra canadensis","Mammal","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lontra",15,13,41777,1,0,2,2,0,0,1,1,0,3,3,2,0,0,0,0,0,3,3,4,2,1,2,"common otter, North American River Otter, northern river otter, river otter","Present","Lontra canadensis","41777",NA,NA
"Lophocampa argentata","Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lophocampa",1,1,84792,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Lophocampa maculata","Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lophocampa",10,8,67691,0,0,0,0,0,0,1,3,2,2,2,0,0,0,0,0,1,2,0,2,1,4,0,NA,NA,NA,NA,NA,NA
"Lophodytes cucullatus","Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Lophodytes",3,3,7109,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,"Hooded Merganser","Present","Lophodytes cucullatus","7109",NA,NA
"Lophopanopeus bellus","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Panopeidae","Lophopanopeus",5,3,50818,0,0,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,NA,NA,NA,NA,NA,NA
"Lophopanopeus leucomanus","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Panopeidae","Lophopanopeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clawed mud crab","Present","Lophopanopeus leucomanus","337302","Lophopanopeus leucomanus","Lophopanopeus leucomanus"
"Lottia digitalis","Invertebrate","Animalia","Mollusca","Gastropoda","Patellogastropoda","Lottiidae","Lottia",11,8,64287,0,0,4,2,0,1,0,1,1,0,0,2,0,0,0,0,0,0,4,3,0,3,1,"ribbed limpet","Present","Lottia digitalis","64287",NA,NA
"Lottia digitalis","Invertebrate","Animalia","Mollusca","Gastropoda","Patellogastropoda","Lottiidae","Lottia",11,8,64287,0,0,4,2,0,1,0,1,1,0,0,2,0,0,0,0,0,0,4,3,0,3,1,"finger limpet","Present","Colissella (Acmaea) digitalis","64287","Lottia digitalis",NA
"Lottia gigantea","Invertebrate","Animalia","Mollusca","Gastropoda","Patellogastropoda","Lottiidae","Lottia",11,6,53750,1,0,3,1,0,0,4,0,0,0,1,1,0,0,0,0,0,1,1,4,0,4,1,"owl limpet","Present","Lottia gigantea","53750",NA,NA
"Lottia instabilis","Invertebrate","Animalia","Mollusca","Gastropoda","Patellogastropoda","Lottiidae","Lottia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yellow limpet","Present","Lottia ochracea","129870","Lottia instabilis",NA
"Lottia limatula","Invertebrate","Animalia","Mollusca","Gastropoda","Patellogastropoda","Lottiidae","Lottia",4,3,333425,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,NA,NA,NA,NA,NA,NA
"Lottia paradigitalis","Invertebrate","Animalia","Mollusca","Gastropoda","Patellogastropoda","Lottiidae","Lottia",1,1,347353,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
"Lottia pelta","Invertebrate","Animalia","Mollusca","Gastropoda","Patellogastropoda","Lottiidae","Lottia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shield limpet","Present","Lottia pelta","63243",NA,NA
"Lottia persona","Invertebrate","Animalia","Mollusca","Gastropoda","Patellogastropoda","Lottiidae","Lottia",1,1,339143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"mask limpet","","Notoacmea persona","339143","Lottia persona",NA
"Lottia persona","Invertebrate","Animalia","Mollusca","Gastropoda","Patellogastropoda","Lottiidae","Lottia",1,1,339143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","Present","Lottia persona","339143",NA,NA
"Lottia scabra","Invertebrate","Animalia","Mollusca","Gastropoda","Patellogastropoda","Lottiidae","Lottia",14,13,48750,0,0,2,1,1,4,2,2,0,2,0,0,0,0,0,0,0,1,2,2,1,8,0,"rough limpet","Present","Collisella scabra","48750","Lottia scabra",NA
"Lottia scutum","Invertebrate","Animalia","Mollusca","Gastropoda","Patellogastropoda","Lottiidae","Lottia",2,2,129962,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"","Present","Lottia scutum","129962",NA,NA
"Lottia scutum","Invertebrate","Animalia","Mollusca","Gastropoda","Patellogastropoda","Lottiidae","Lottia",2,2,129962,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"plate limpet","Probably Present","Notoacmea scutum","129962","Lottia scutum",NA
"Lotus corniculatus","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lotus",20,16,47435,0,0,2,3,2,5,2,2,4,0,0,0,0,0,0,0,0,0,2,1,7,8,2,"birdfoot deervetch","Present","Lotus corniculatus","47435",NA,NA
"Lotus scoparius","Plant","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Lotus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common deerweed","Present","Lotus scoparius",NA,"Lotus scoparius",NA
"Loxia curvirostra","Bird","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",1,1,10411,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Red Crossbill","Present","Loxia curvirostra","10411",NA,NA
"Lucania parva","Fish","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Fundulidae","Lucania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rainwater killifish","Present","Lucania parva","104824",NA,NA
"Ludwigia hexapetala","Plant","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia",3,3,70020,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"","Unconfirmed","Ludwigia hexapetala","70020",NA,NA
"Ludwigia peploides","Plant","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia",1,1,60220,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"creeping waterprimrose, floating primrose, floating primrosewillow, floating primrose-willow","Present","Ludwigia peploides","60220",NA,NA
"Ludwigia uruguayensis","Plant","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uruguay waterprimrose, Uruguayan primrosewillow, Uruguayan primrose-willow, water primrose","Probably Present","Ludwigia uruguayensis",NA,"Ludwigia uruguayensis",NA
"Lumbriculidae","Invertebrate","Animalia","Annelida","Clitellata","Lumbriculida","Lumbriculidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic oligochaete worm","Present","Lumbriculidae","171566",NA,"Lumbriculidae"
"Lumbricus terrestris","Invertebrate","Animalia","Annelida","Clitellata","Haplotaxida","Lumbricidae","Lumbricus",1,1,81545,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
"Lumbrineris bassi","Invertebrate","Animalia","Annelida","Polychaeta","Eunicida","Lumbrineridae","Lumbrineris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Lumbrineris bassi","339264","Lumbrineris bassi","Lumbrineris bassi"
