"FIPS","countyState","census2010","popEst2010","popEst2015","areaLand","areaWater"
"51177","Spotsylvania County, Virginia",122397,123176,130475,1039870690,33047780
"51179","Stafford County, Virginia",128961,129844,142003,696591933,28419416
"51181","Surry County, Virginia",7058,7060,6709,722475771,81216951
"51183","Sussex County, Virginia",12087,12014,11715,1269664203,6755314
"51185","Tazewell County, Virginia",45078,45147,42899,1343805085,2914823
"51187","Warren County, Virginia",37575,37514,39083,552872306,8483552
"51191","Washington County, Virginia",54876,54893,54591,1452917904,12999399
"51193","Westmoreland County, Virginia",17454,17451,17629,594077407,61102580
"51195","Wise County, Virginia",41452,41616,39718,1044253435,5284512
"51197","Wythe County, Virginia",29235,29226,29119,1196118581,7311859
"51199","York County, Virginia",65464,65209,67837,271379438,285360315
"51510","Alexandria city, Virginia",139966,140833,153511,38919733,1140371
"51520","Bristol city, Virginia",17835,17853,17141,33703512,363160
"51530","Buena Vista city, Virginia",6650,6646,6618,17362236,223855
"51540","Charlottesville city, Virginia",43475,43515,46597,26517362,52974
"51550","Chesapeake city, Virginia",222209,223520,235429,882669156,26052854
"51570","Colonial Heights city, Virginia",17411,17363,17820,19476234,757309
"51580","Covington city, Virginia",5961,5953,5658,14163340,522061
"51590","Danville city, Virginia",43055,42914,42082,111198695,2627087
"51595","Emporia city, Virginia",5927,5934,5496,17854907,191799
"51600","Fairfax city, Virginia",22565,22595,24013,16159465,95054
"51610","Falls Church city, Virginia",12332,12440,13892,5176813,6
"51620","Franklin city, Virginia",8582,8593,8490,21252884,369830
"51630","Fredericksburg city, Virginia",24286,24202,28118,27039905,182486
"51640","Galax city, Virginia",7042,7009,6914,21340428,103782
"51650","Hampton city, Virginia",137436,137448,136454,133160054,219853142
"51660","Harrisonburg city, Virginia",48914,49048,52538,45112613,149955
"51670","Hopewell city, Virginia",22591,22634,22378,26620504,1357034
"51678","Lexington city, Virginia",7042,7060,7262,6466940,68429
"51680","Lynchburg city, Virginia",75568,75703,79812,127239697,1344996
"51683","Manassas city, Virginia",37821,38267,41764,25590863,148539
"51685","Manassas Park city, Virginia",14273,14439,15726,6562394,2623
"51690","Martinsville city, Virginia",13821,13729,13645,28376620,133615
"51700","Newport News city, Virginia",180719,180891,182385,177967764,131476125
"51710","Norfolk city, Virginia",242803,242893,246393,140171293,109376999
"51720","Norton city, Virginia",3958,3969,3939,19375334,89169
"51730","Petersburg city, Virginia",32420,32507,32477,59393052,637650
"51735","Poquoson city, Virginia",12150,12147,12059,39669842,163451700
"51740","Portsmouth city, Virginia",95535,95484,96201,87159966,33876240
"51750","Radford city, Virginia",16408,16450,17403,25567146,867994
"51760","Richmond city, Virginia",204214,204151,220289,154894705,6880315
"51770","Roanoke city, Virginia",97032,96778,99897,110234185,884101
"51775","Salem city, Virginia",24802,24916,25432,37390584,263478
"51790","Staunton city, Virginia",23746,23833,24416,51735515,155196
"51800","Suffolk city, Virginia",84585,84876,88161,1036429624,74908984
"51810","Virginia Beach city, Virginia",437994,439038,452745,644948896,643150238
"51820","Waynesboro city, Virginia",21006,21038,21491,38950817,419089
"51830","Williamsburg city, Virginia",14068,13694,15052,23366983,417860
"51840","Winchester city, Virginia",26203,26162,27284,23912611,54101
"53001","Adams County, Washington",18728,18810,19254,4985668796,12623299
"53003","Asotin County, Washington",21623,21710,22105,1647784012,11475136
"53005","Benton County, Washington",175177,176516,190309,4403961281,154412831
"53007","Chelan County, Washington",72453,72743,75644,7564124657,189992686
"53009","Clallam County, Washington",71404,71533,73486,4502251295,2414668004
"53011","Clark County, Washington",425363,426804,459495,1629112686,70523141
"53013","Columbia County, Washington",4078,4106,3944,2249738808,12566851
"53015","Cowlitz County, Washington",102410,102417,103468,2952910628,67563094
"53017","Douglas County, Washington",38431,38551,40534,4711872269,76122749
"53019","Ferry County, Washington",7551,7549,7582,5706154501,140280530
"53021","Franklin County, Washington",78163,79132,88807,3217208258,60193369
"53023","Garfield County, Washington",2266,2265,2219,1840669150,19490282
"53025","Grant County, Washington",89120,89627,93259,6939907170,289575234
"53027","Grays Harbor County, Washington",72797,72857,71122,4926225833,834957671
"53029","Island County, Washington",78506,78712,80593,539879663,800115268
"53031","Jefferson County, Washington",29872,29902,30466,4671561779,982751274
"53033","King County, Washington",1931249,1937699,2117125,5479291809,495471264
"53035","Kitsap County, Washington",251133,251723,260131,1022893152,442829766
"53037","Kittitas County, Washington",40915,41014,43269,5949903934,92370342
"53039","Klickitat County, Washington",20318,20390,21026,4846679228,85063380
"53041","Lewis County, Washington",75455,75516,75882,6223229463,86636927
"53043","Lincoln County, Washington",10570,10570,10321,5984151955,74744197
"53045","Mason County, Washington",60699,60752,61023,2484878730,237245899
"53047","Okanogan County, Washington",41120,41246,41516,13643999206,121250186
"53049","Pacific County, Washington",20920,20884,20848,2415572451,752977439
"53051","Pend Oreille County, Washington",13001,12963,13088,3625955333,65405307
"53053","Pierce County, Washington",795225,795422,843954,4324005310,354658008
"53055","San Juan County, Washington",15769,15770,16252,450437066,1158109609
"53057","Skagit County, Washington",116901,117004,121846,4483794950,489329871
"53059","Skamania County, Washington",11066,11100,11339,4288183445,72852866
"53061","Snohomish County, Washington",713335,715515,772501,5406013264,282371494
"53063","Spokane County, Washington",471221,472127,490945,4568198649,43802705
"53065","Stevens County, Washington",43531,43487,43791,6417380728,163131299
"53067","Thurston County, Washington",252264,253067,269536,1869871525,133491584
"53069","Wahkiakum County, Washington",3978,3972,4042,682138841,61658244
"53071","Walla Walla County, Washington",58781,58925,60338,3289618915,74827643
"53073","Whatcom County, Washington",201140,201570,212284,5456733620,1027224451
"53075","Whitman County, Washington",44776,44797,48177,5592015929,47940249
"53077","Yakima County, Washington",243231,244313,248830,11125023321,41131437
"54001","Barbour County, West Virginia",16589,16596,16704,883338809,4639186
"54003","Berkeley County, West Virginia",104169,104646,111901,831754462,1074157
"54005","Boone County, West Virginia",24629,24585,23372,1298991045,4282300
"54007","Braxton County, West Virginia",14523,14527,14415,1322996847,14144309
"54009","Brooke County, West Virginia",24069,24007,23350,231038789,8720599
"54011","Cabell County, West Virginia",96319,96369,96844,727832268,18127980
"54013","Calhoun County, West Virginia",7627,7643,7470,723252287,3704590
"54015","Clay County, West Virginia",9386,9371,8910,885522451,4957435
"54017","Doddridge County, West Virginia",8202,8194,8176,828070906,1958441
"54019","Fayette County, West Virginia",46039,45997,44997,1713406009,17606569
"54021","Gilmer County, West Virginia",8693,8724,8518,876717515,4082546
"54023","Grant County, West Virginia",11937,11914,11766,1236391168,7545463
"54025","Greenbrier County, West Virginia",35480,35540,35516,2640671499,12796750
"54027","Hampshire County, West Virginia",23964,23948,23353,1658236572,11343541
"54029","Hancock County, West Virginia",30676,30661,29815,213957204,13879374
"54031","Hardy County, West Virginia",14025,14038,13852,1508182025,5624848
"54033","Harrison County, West Virginia",69099,69265,68714,1077454759,1320333
"54035","Jackson County, West Virginia",29211,29271,29237,1202654983,18858918
"54037","Jefferson County, West Virginia",53498,53626,56482,542951079,5274680
"54039","Kanawha County, West Virginia",193063,192939,188332,2335100448,24173038
"54041","Lewis County, West Virginia",16372,16397,16448,996874721,12305530
"54043","Lincoln County, West Virginia",21720,21672,21415,1131924510,4024203
"54045","Logan County, West Virginia",36743,36727,34707,1175173524,4866223
"54047","McDowell County, West Virginia",22113,22075,19835,1381643483,3736644
"54049","Marion County, West Virginia",56418,56514,56925,799620921,7207890
"54051","Marshall County, West Virginia",33107,33061,31978,791062651,17412491
"54053","Mason County, West Virginia",27324,27351,27037,1115632960,36174753
"54055","Mercer County, West Virginia",62264,62310,61164,1085187156,4482333
"54057","Mineral County, West Virginia",28212,28229,27451,849075073,3595249
"54059","Mingo County, West Virginia",26839,26770,25292,1095846454,2224025
"54061","Monongalia County, West Virginia",96189,96786,104236,932556578,15068012
"54063","Monroe County, West Virginia",13502,13511,13506,1224422242,2298838
"54065","Morgan County, West Virginia",17541,17516,17524,593295447,1401528
"54067","Nicholas County, West Virginia",26233,26240,25594,1675266140,19638976
"54069","Ohio County, West Virginia",44443,44475,43066,274072974,8297885
"54071","Pendleton County, West Virginia",7695,7684,7229,1802759588,5437242
"54073","Pleasants County, West Virginia",7605,7582,7674,336966345,11509296
"54075","Pocahontas County, West Virginia",8719,8712,8607,2435323587,3978348
"54077","Preston County, West Virginia",33520,33551,33940,1680396095,6692224
"54079","Putnam County, West Virginia",55486,55650,56848,895279233,12250003
"54081","Raleigh County, West Virginia",78859,78900,77510,1567850996,10350469
"54083","Randolph County, West Virginia",29405,29369,29126,2692760964,687610
"54085","Ritchie County, West Virginia",10449,10406,9982,1170650137,4423276
"54087","Roane County, West Virginia",14926,14876,14435,1252421705,404680
"54089","Summers County, West Virginia",13927,13941,13239,933586742,18821425
"54091","Taylor County, West Virginia",16895,16887,16912,447474960,7532811
"54093","Tucker County, West Virginia",7141,7115,6966,1085004058,5528958
"54095","Tyler County, West Virginia",9208,9184,8975,663797222,11403019
"54097","Upshur County, West Virginia",24254,24245,24758,918506909,302706
"54099","Wayne County, West Virginia",42481,42442,40971,1310486007,15878801
"54101","Webster County, West Virginia",9154,9155,8755,1433476012,7149523
"54103","Wetzel County, West Virginia",16583,16552,15816,927378346,8460754
"54105","Wirt County, West Virginia",5717,5745,5880,602195193,5845667
"54107","Wood County, West Virginia",86956,87016,86452,948607826,27212735
"54109","Wyoming County, West Virginia",23796,23718,22151,1293577717,6126687
"55001","Adams County, Wisconsin",20875,20864,20148,1672214172,111125910
"55003","Ashland County, Wisconsin",16157,16163,15843,2706628242,3230607930
"55005","Barron County, Wisconsin",45870,45840,45563,2234411472,70065655
"55007","Bayfield County, Wisconsin",15014,15011,14977,3827647135,1460263062
"55009","Brown County, Wisconsin",248007,248507,258718,1371938244,222741055
"55011","Buffalo County, Wisconsin",13587,13555,13192,1739526593,98314066
"55013","Burnett County, Wisconsin",15457,15433,15159,2128575375,151213123
"55015","Calumet County, Wisconsin",48971,49008,49762,824227417,204196417
"55017","Chippewa County, Wisconsin",62415,62616,63531,2611672690,85235029
"55019","Clark County, Wisconsin",34690,34682,34445,3133407354,23235757
"55021","Columbia County, Wisconsin",56833,56867,56743,1982711486,78845739
"55023","Crawford County, Wisconsin",16644,16633,16391,1478001974,73945297
"55025","Dane County, Wisconsin",488073,489187,523643,3100835926,106205344
"55027","Dodge County, Wisconsin",88759,88661,88502,2267857853,81401698
"55029","Door County, Wisconsin",27785,27715,27554,1248316135,4890602262
"55031","Douglas County, Wisconsin",44159,44172,43601,3377697851,454647037
"55033","Dunn County, Wisconsin",43857,43883,44497,2201762202,35638625
"55035","Eau Claire County, Wisconsin",98736,99036,102105,1652369085,18811805
"55037","Florence County, Wisconsin",4423,4398,4464,1264419915,24160218
"55039","Fond du Lac County, Wisconsin",101633,101712,101973,1863633125,119883005
"55041","Forest County, Wisconsin",9304,9290,9057,2626421270,83551459
"55043","Grant County, Wisconsin",51208,51203,52250,2970324643,94521211
"55045","Green County, Wisconsin",36842,36847,37186,1512440867,1315724
"55047","Green Lake County, Wisconsin",19051,19033,18856,905037501,79929990
"55049","Iowa County, Wisconsin",23687,23656,23813,1975072643,13869428
"55051","Iron County, Wisconsin",5916,5894,5794,1963660997,416963329
"55053","Jackson County, Wisconsin",20449,20449,20554,2558182292,32520538
"55055","Jefferson County, Wisconsin",83686,83685,84559,1441259924,68019815
"55057","Juneau County, Wisconsin",26664,26664,26224,1986327042,96096159
"55059","Kenosha County, Wisconsin",166426,166626,168437,704452046,1248438057
"55061","Kewaunee County, Wisconsin",20574,20554,20366,887118289,1921198771
"55063","La Crosse County, Wisconsin",114638,114881,118212,1169862598,73139930
"55065","Lafayette County, Wisconsin",16836,16782,16829,1640985371,2539100
"55067","Langlade County, Wisconsin",19977,19942,19223,2254946857,44657283
"55069","Lincoln County, Wisconsin",28743,28763,27980,2276530049,72588161
"55071","Manitowoc County, Wisconsin",81442,81302,79806,1525716187,2343921717
"55073","Marathon County, Wisconsin",134063,134069,135868,4001488029,81139058
"55075","Marinette County, Wisconsin",41749,41684,40884,3624293202,390213400
"55077","Marquette County, Wisconsin",15404,15388,15075,1180003730,22524386
"55078","Menominee County, Wisconsin",4232,4265,4573,926201079,19038425
"55079","Milwaukee County, Wisconsin",947735,948301,957735,625228895,2455664378
"55081","Monroe County, Wisconsin",44673,44774,45549,2332998070,19275338
"55083","Oconto County, Wisconsin",37660,37675,37435,2584775696,390589546
"55085","Oneida County, Wisconsin",35998,35940,35567,2882578692,318622517
"55087","Outagamie County, Wisconsin",176695,176936,183245,1651177709,18299478
"55089","Ozaukee County, Wisconsin",86395,86371,87850,603666538,2287271020
"55091","Pepin County, Wisconsin",7469,7458,7290,600833973,43282761
"55093","Pierce County, Wisconsin",41019,41091,40889,1485999482,46945602
"55095","Polk County, Wisconsin",44205,44175,43441,2367150768,109933269
"55097","Portage County, Wisconsin",70019,69995,70408,2073747839,56926153
"55099","Price County, Wisconsin",14159,14108,13645,3248817969,62273299
"55101","Racine County, Wisconsin",195408,195443,195080,861173331,1190399042
"55103","Richland County, Wisconsin",18021,17987,17495,1518123695,8153431
"55105","Rock County, Wisconsin",160331,160234,161448,1859980029,20625910
