"speciesFixed","category","kingdom","phylum","class","order","family","genus","total_obs","user_obs","original.inat.taxonID","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","y2017","Common.Names","Occurrence","speciesTidy","matched.inat.ID","taxizeName","scrapediNatName"
"Misumena vatia","Invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Misumena",2,2,55746,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Mniotilta varia","Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Mniotilta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black-and-white Warbler","Present","Mniotilta varia","10286",NA,NA
"Modiola caroliniana","Plant","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Modiola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wheel Mallow","Present","Modiola caroliniana","78087",NA,NA
"Mola mola","Fish","Animalia","Chordata","Actinopterygii","Tetraodontiformes","Molidae","Mola",1,1,49601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ocean sunfish","Probably Present","Mola mola","49601",NA,NA
"Molothrus ater","Bird","Animalia","Chordata","Aves","Passeriformes","Icteridae","Molothrus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brown-headed Cowbird","Present","Molothrus ater","10373",NA,NA
"Monadenia infumata","Invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Bradybaenidae","Monadenia",4,4,70091,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA
"Monardella sinuata","Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Monardella",8,8,80039,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,1,0,0,2,4,1,0,NA,NA,NA,NA,NA,NA
"Monardella undulata","Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Monardella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"curlyleaf monardella, Curly-leaved Monardella","Present","Monardella undulata","61878",NA,NA
"Monardella villosa","Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Monardella",9,7,52181,0,0,0,0,0,3,5,1,0,0,0,0,0,0,2,0,0,0,1,1,2,3,0,"coyote mint","Present","Monardella villosa","52181",NA,NA
"Montia fontana","Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","Montia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"annual water minerslettuce, Water Montia","Present","Montia fontana","58990",NA,NA
"Mopalia muscosa","Invertebrate","Animalia","Mollusca","Polyplacophora","Chitonida","Mopaliidae","Mopalia",5,5,117633,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,NA,NA,NA,NA,NA,NA
"Morella californica","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Myricaceae","Morella",3,3,61039,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,"California wax myrtle","Present","Morella californica","61039",NA,NA
"Morone saxatilis","Fish","Animalia","Chordata","Actinopterygii","Perciformes","Moronidae","Morone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rockfish, striped bass","Present","Morone saxatilis","51392",NA,NA
"Motacilla flava","Bird","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Motacilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yellow Wagtail","Unconfirmed","Motacilla flava","204545",NA,NA
"Muilla maritima","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Themidaceae","Muilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Common Muilla","Probably Present","Muilla maritima","56627",NA,NA
"Mus musculus","Mammal","Animalia","Chordata","Mammalia","Rodentia","Muridae","Mus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"House Mouse","Present","Mus musculus","44705",NA,NA
"Mustela erminea","Mammal","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ermine","Present","Mustela erminea","41808",NA,NA
"Mustela frenata","Mammal","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustela",11,10,41810,0,2,1,1,3,2,1,0,0,0,0,1,0,0,0,0,1,1,0,2,5,2,0,"Long-tailed Weasel","Present","Mustela frenata","41810",NA,NA
"Mustelus californicus","Fish","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Triakidae","Mustelus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gray smoothhound","Present","Mustelus californicus","106254",NA,NA
"Mustelus henlei","Fish","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Triakidae","Mustelus",1,1,106258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"brown smoothhound","Present","Mustelus henlei","106258",NA,NA
"Myadestes townsendi","Bird","Animalia","Chordata","Aves","Passeriformes","Turdidae","Myadestes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Townsend's Solitaire","Unconfirmed","Myadestes townsendi","12951",NA,NA
"Mycena acicula","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena",2,1,63426,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA
"Mycena capillaripes","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena",2,1,63434,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA
"Mycena pura","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena",1,1,63473,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
"Mycteria americana","Bird","Animalia","Chordata","Aves","Ciconiiformes","Ciconiidae","Mycteria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wood Stork","Unconfirmed","Mycteria americana","4742",NA,NA
"Myiarchus cinerascens","Bird","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ash-throated Flycatcher","Present","Myiarchus cinerascens","16010",NA,NA
"Myiarchus crinitus","Bird","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Great Crested Flycatcher","Unconfirmed","Myiarchus crinitus","16028",NA,NA
"Myiarchus tuberculifer","Bird","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dusky-capped Flycatcher","Unconfirmed","Myiarchus tuberculifer","15990",NA,NA
"Myioborus pictus","Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Myioborus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Painted Redstart, Painted Whitestart","Unconfirmed","Myioborus pictus","9458",NA,NA
"Myliobatis californica","Fish","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Myliobatidae","Myliobatis",5,5,51491,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,"bat ray","Present","Myliobatis californica","51491",NA,NA
"Myoporum laetum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Scrophulariaceae","Myoporum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ngaio tree","Unconfirmed","Myoporum laetum","63611",NA,NA
"Myosotis discolor","Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Myosotis",1,1,70265,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"changing forget-me-not, Yellow and Blue Forget-me-not","Present","Myosotis discolor","70265",NA,NA
"Myosotis latifolia","Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Myosotis",6,6,49132,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,"broadleaf forget-me-not, Forget-me-not","Present","Myosotis latifolia","49132",NA,NA
"Myosotis scorpioides","Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Myosotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"forget-me-not","Unconfirmed","Myosotis scorpioides","49130",NA,NA
"Myotis californicus","Mammal","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California myotis, California Myotis, Californian Myotis","Present","Myotis californicus","40342",NA,NA
"Myotis evotis","Mammal","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"long-eared myotis, Long-eared Myotis","Present","Myotis evotis","40354",NA,NA
"Myotis leibii","Mammal","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eastern small-footed bat, eastern small-footed myotis, Eastern Small-footed Myotis, small-footed myotis","Unconfirmed","Myotis leibii","40349",NA,NA
"Myotis lucifugus","Mammal","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"little brown bat, little brown myotis, Little Brown Myotis","Present","Myotis lucifugus","40346",NA,NA
"Myotis thysanodes","Mammal","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fringed myotis, Fringed Myotis","Present","Myotis thysanodes","40347",NA,NA
"Myotis volans","Mammal","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"long-legged myotis, Long-legged Myotis","Unconfirmed","Myotis volans","40344",NA,NA
"Myotis yumanensis","Mammal","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yuma myotis, Yuma Myotis","Present","Myotis yumanensis","40325",NA,NA
"Myriophyllum aquaticum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Haloragaceae","Myriophyllum",3,2,60202,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,"Parrot's Feather","Present","Myriophyllum aquaticum","60202",NA,NA
"Myriophyllum hippuroides","Plant","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Haloragaceae","Myriophyllum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marestail Milfoil","Probably Present","Myriophyllum hippuroides","78155","Myriophyllum hippuroides","Myriophyllum hippuroides"
"Myriophyllum sibiricum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Haloragaceae","Myriophyllum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"American watermilfoil, shortspike watermilfoil, Siberian water-milfoil","Probably Present","Myriophyllum sibiricum","61034",NA,NA
"Mytilus californianus","Invertebrate","Animalia","Mollusca","Bivalvia","Mytiloida","Mytilidae","Mytilus",6,6,62806,0,0,0,1,0,2,1,0,1,0,1,0,0,1,0,0,0,1,2,0,0,2,0,NA,NA,NA,NA,NA,NA
"Mytilus edulis","Invertebrate","Animalia","Mollusca","Bivalvia","Mytiloida","Mytilidae","Mytilus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Mytilus edulis","117650",NA,NA
"Narcissus pseudonarcissus","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Amaryllidaceae","Narcissus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"daffodil","Unconfirmed","Narcissus pseudonarcissus","55848",NA,NA
"Narcissus tazetta","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Amaryllidaceae","Narcissus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paperwhite Narcissus","Unconfirmed","Narcissus tazetta","56027",NA,NA
"Nassarius fossatus","Invertebrate","Animalia","Mollusca","Gastropoda","Neogastropoda","Nassariidae","Nassarius",1,1,117646,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Nassella cernua","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Nassella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nodding needlegrass","Unconfirmed","Stipa cernua","165654","Nassella cernua",NA
"Nassella lepida","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Nassella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"small-floweredl needlegrass, foothill needlegrass","Present","Stipa lepida","165656","Nassella lepida",NA
"Nassella pulchra","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Nassella",1,1,165659,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"purple needlegrass","Present","Stipa pulchra","165659","Nassella pulchra",NA
"Nasturtium officinale","Plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Nasturtium",3,3,78174,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,"white watercress, true watercress","Present","Nasturtium officinale","78174",NA,NA
"Navanax inermis","Invertebrate","Animalia","Mollusca","Gastropoda","Cephalaspidea","Aglajidae","Navanax",2,2,49848,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA
"Navarretia rosulata","Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Polemoniaceae","Navarretia",2,1,78191,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA
"Navarretia squarrosa","Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Polemoniaceae","Navarretia",12,10,53157,0,0,0,0,0,3,6,1,2,0,0,0,0,0,0,1,0,0,0,2,2,7,0,"skunkbush, Skunkweed","Present","Navarretia squarrosa","53157",NA,NA
"Nemophila heterophylla","Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Nemophila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Common Nemophila","Unconfirmed","Nemophila heterophylla","53158",NA,NA
"Nemophila menziesii","Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Nemophila",16,14,50648,0,7,6,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,7,2,"baby blue eyes, BABY-BLUE-EYES","Present","Nemophila menziesii","50648",NA,NA
"Nemophila parviflora","Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Nemophila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"smallflower blue-eyes, smallflower nemophila","Present","Nemophila parviflora","57353",NA,NA
"Neoalcis californiaria","Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Neoalcis",1,1,225567,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Neophylax","Invertebrate","Animalia","Arthropoda","Insecta","Trichoptera","Uenoidae","Neophylax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Neophylax","81974",NA,NA
"Neorhodomela larix","Plant","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Neorhodomela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Rhodomela larix","67413","Neorhodomela larix","Neorhodomela larix"
"Neotoma fuscipes","Mammal","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotoma",1,1,44749,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Dusky-footed Woodrat","Present","Neotoma fuscipes","44749",NA,NA
"Neotrypaea californiensis","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Callianassidae","Neotrypaea",2,2,56659,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA
"Nephroma laevigatum","Fungi","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Nephromataceae","Nephroma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Nephroma laevigatum","117847",NA,NA
"Nephroma resupinatum","Fungi","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Nephromataceae","Nephroma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Nephroma resupinatum","203975",NA,NA
"Nereocystis luetkeana","Microbe","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Lessoniaceae","Nereocystis",5,4,120499,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,1,1,NA,NA,NA,NA,NA,NA
"Neurotrichus gibbsii","Mammal","Animalia","Chordata","Mammalia","Eulipotyphla","Talpidae","Neurotrichus",2,2,47051,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,"American Shrew Mole, Gibbs's shrew mole, least shrew mole, Shrew-mole","Present","Neurotrichus gibbsii","47051",NA,NA
"Neverita reclusiana","Invertebrate","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Naticidae","Neverita",1,1,254100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"Nicotiana acuminata","Plant","Plantae","Magnoliophyta","Magnoliopsida","Solanales","Solanaceae","Nicotiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sticky Indian Tobacco","Unconfirmed","Nicotiana acuminata","71153",NA,NA
"Nicrophorus guttula","Invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Silphidae","Nicrophorus",1,1,69795,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
"Niebla cephalota","Fungi","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Niebla",4,3,147233,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,"","Present","Niebla cephalota","147233",NA,NA
"Niebla ceruchoides","Fungi","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Niebla",1,1,117846,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Niebla combeoides","Fungi","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Niebla",5,3,117863,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,3,2,0,NA,NA,NA,NA,NA,NA
"Niebla homalea","Fungi","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Niebla",10,7,147221,0,0,1,0,1,2,0,0,1,1,3,1,0,0,0,0,0,0,0,0,3,7,0,NA,NA,NA,NA,NA,NA
"Noctua pronuba","Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Noctua",2,2,81687,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA
"Notemigonus crysoleucas","Fish","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Notemigonus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"golden shiner","Present","Notemigonus crysoleucas","51351",NA,NA
"Nothochrysa californica","Invertebrate","Animalia","Arthropoda","Insecta","Neuroptera","Chrysopidae","Nothochrysa",1,1,55031,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
"Notholithocarpus densiflorus","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Notholithocarpus",18,10,69823,1,2,0,2,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,5,1,10,2,"Tanoak","Present","Notholithocarpus densiflorus","69823",NA,NA
"Notorynchus cepedianus","Fish","Animalia","Chordata","Chondrichthyes","Hexanchiformes","Hexanchidae","Notorynchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Notorynchus maculatus","107194","Notorynchus cepedianus",NA
"Nucella lamellosa","Invertebrate","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Nucella",1,1,117641,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"Nucella ostrina","Invertebrate","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Nucella",2,2,122704,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Numenius americanus","Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Numenius",2,2,3906,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,"Long-billed Curlew","Present","Numenius americanus","3906",NA,NA
"Numenius phaeopus","Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Numenius",3,3,3901,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,"Whimbrel","Present","Numenius phaeopus","3901",NA,NA
"Numenius tahitiensis","Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Numenius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bristle-thighed Curlew","Present","Numenius tahitiensis","3909",NA,NA
"Nuphar polysepala","Plant","Plantae","Magnoliophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae","Nuphar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"western yellow pond-lily","Present","Nuphar polysepala","78234",NA,NA
"Nuttallanthus texanus","Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Plantaginaceae","Nuttallanthus",2,2,78235,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Texas toadflax","Present","Nuttallanthus texanus","78235",NA,NA
"Nycticorax nycticorax","Bird","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Nycticorax",1,1,4981,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Black-crowned Night-Heron","Present","Nycticorax nycticorax","4981",NA,NA
"Nymphaea alba","Plant","Plantae","Magnoliophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae","Nymphaea",1,1,62009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"Nymphaea odorata","Plant","Plantae","Magnoliophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae","Nymphaea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fragrant Waterlily","Unconfirmed","Nymphaea odorata","51119",NA,NA
